state,yr,qtr,index_nsa,index_sa,Warning
MS,2009,3,183.56,182.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2009,4,177.71,178.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2010,1,171.87,175.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2010,2,177.14,176.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2010,3,178.09,176.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2010,4,172.14,172.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2011,1,168.39,172.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2011,2,173.67,172.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2011,3,173.63,172.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2011,4,175.05,176.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2012,1,170.12,173.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2012,2,174.55,173.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2012,3,177.19,176.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2012,4,174.99,176.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2013,1,177.66,180.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2013,2,182.02,180.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2013,3,178.12,177.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2013,4,177.21,178.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2014,1,177.78,179.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2014,2,182.21,181.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2014,3,182.41,182.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2014,4,180.90,182.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2015,1,184.21,185.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2015,2,186.74,186.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2015,3,187.12,187.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2015,4,189.69,191.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2016,1,190.19,191.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2016,2,191.87,191.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2016,3,193.14,193.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2016,4,196.21,197.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2017,1,195.58,196.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2017,2,197.03,197.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2017,3,200.81,201.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2017,4,194.70,195.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2018,1,200.33,201.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2018,2,204.45,204.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2018,3,207.34,207.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MS,2018,4,208.55,209.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
MT,1991,1,100.00,100.00,
MT,1991,2,105.14,104.39,
MT,1991,3,107.43,106.76,
MT,1991,4,111.02,109.71,
MT,1992,1,111.96,111.96,
MT,1992,2,114.10,113.32,
MT,1992,3,118.34,117.51,
MT,1992,4,121.73,120.37,
MT,1993,1,124.53,124.52,
MT,1993,2,129.26,128.44,
MT,1993,3,132.41,131.26,
MT,1993,4,137.25,135.95,
MT,1994,1,137.65,137.58,
MT,1994,2,145.47,144.55,
MT,1994,3,144.64,143.17,
MT,1994,4,147.32,146.21,
MT,1995,1,148.18,148.05,
MT,1995,2,150.34,149.36,
MT,1995,3,155.00,153.24,
MT,1995,4,154.13,153.25,
MT,1996,1,154.38,154.20,
MT,1996,2,158.06,156.96,
MT,1996,3,160.62,158.65,
MT,1996,4,158.91,158.23,
MT,1997,1,161.73,161.50,
MT,1997,2,161.58,160.42,
MT,1997,3,161.78,159.69,
MT,1997,4,162.27,161.77,
MT,1998,1,163.47,163.18,
MT,1998,2,164.87,163.60,
MT,1998,3,166.49,164.40,
MT,1998,4,166.42,165.93,
MT,1999,1,166.72,166.41,
MT,1999,2,170.52,169.15,
MT,1999,3,173.98,171.89,
MT,1999,4,172.80,172.19,
MT,2000,1,174.29,174.07,
MT,2000,2,177.37,175.88,
MT,2000,3,180.57,178.40,
MT,2000,4,180.01,179.30,
MT,2001,1,185.94,185.92,
MT,2001,2,187.54,185.85,
MT,2001,3,188.18,185.81,
MT,2001,4,191.45,190.71,
MT,2002,1,194.24,194.52,
MT,2002,2,197.66,195.59,
MT,2002,3,202.97,200.41,
MT,2002,4,205.28,204.58,
MT,2003,1,207.05,207.53,
MT,2003,2,216.18,213.68,
MT,2003,3,221.74,218.89,
MT,2003,4,223.64,222.99,
MT,2004,1,225.56,226.24,
MT,2004,2,237.53,234.52,
MT,2004,3,243.82,240.75,
MT,2004,4,246.20,245.60,
MT,2005,1,251.88,252.54,
MT,2005,2,265.39,262.00,
MT,2005,3,270.76,267.38,
MT,2005,4,276.11,275.61,
MT,2006,1,284.95,285.32,
MT,2006,2,294.18,290.59,
MT,2006,3,301.98,298.37,
MT,2006,4,303.97,303.52,
MT,2007,1,307.02,306.74,
MT,2007,2,315.93,312.73,
MT,2007,3,317.01,313.09,
MT,2007,4,318.09,317.64,
MT,2008,1,317.09,316.38,
MT,2008,2,315.30,312.56,
MT,2008,3,314.54,310.69,
MT,2008,4,301.73,301.09,
MT,2009,1,306.05,305.18,
MT,2009,2,302.40,300.10,
MT,2009,3,303.76,300.12,
MT,2009,4,299.24,298.36,
MT,2010,1,298.06,297.09,
MT,2010,2,294.56,292.40,
MT,2010,3,292.67,289.64,
MT,2010,4,281.99,280.66,
MT,2011,1,277.89,276.92,
MT,2011,2,286.25,284.33,
MT,2011,3,285.16,282.54,
MT,2011,4,287.68,285.90,
MT,2012,1,286.74,285.70,
MT,2012,2,291.28,289.43,
MT,2012,3,294.54,292.17,
MT,2012,4,303.25,300.94,
MT,2013,1,310.06,309.00,
MT,2013,2,309.37,307.51,
MT,2013,3,309.99,307.54,
MT,2013,4,317.56,315.05,
MT,2014,1,316.68,315.57,
MT,2014,2,321.69,319.88,
MT,2014,3,329.22,326.38,
MT,2014,4,328.81,326.34,
MT,2015,1,331.76,330.78,
MT,2015,2,334.26,332.33,
MT,2015,3,340.85,337.44,
MT,2015,4,340.96,338.79,
MT,2016,1,343.94,343.17,
MT,2016,2,351.69,349.38,
MT,2016,3,356.19,352.26,
MT,2016,4,367.28,365.32,
MT,2017,1,363.65,363.19,
MT,2017,2,374.02,371.07,
MT,2017,3,381.54,377.31,
MT,2017,4,380.42,378.58,
MT,2018,1,387.73,387.41,
MT,2018,2,397.32,393.84,
MT,2018,3,403.08,398.72,
MT,2018,4,408.52,406.57,
NC,1991,1,100.00,100.00,
NC,1991,2,100.43,100.10,
NC,1991,3,100.14,99.74,
NC,1991,4,101.73,101.07,
NC,1992,1,102.01,102.00,
NC,1992,2,102.39,102.07,
NC,1992,3,103.85,103.42,
NC,1992,4,104.84,104.20,
NC,1993,1,104.05,104.03,
NC,1993,2,106.08,105.76,
NC,1993,3,107.16,106.65,
NC,1993,4,108.47,107.88,
NC,1994,1,109.38,109.35,
NC,1994,2,111.39,111.05,
NC,1994,3,113.35,112.75,
NC,1994,4,114.72,114.19,
NC,1995,1,115.47,115.42,
NC,1995,2,116.58,116.19,
NC,1995,3,118.32,117.64,
NC,1995,4,119.44,118.98,
NC,1996,1,120.79,120.75,
NC,1996,2,122.29,121.81,
NC,1996,3,124.30,123.59,
NC,1996,4,124.62,124.20,
NC,1997,1,125.83,125.79,
NC,1997,2,128.04,127.47,
NC,1997,3,128.82,128.07,
NC,1997,4,130.15,129.77,
NC,1998,1,130.69,130.67,
NC,1998,2,132.74,132.07,
NC,1998,3,134.28,133.51,
NC,1998,4,135.43,135.10,
NC,1999,1,136.52,136.48,
NC,1999,2,138.83,138.08,
NC,1999,3,140.04,139.21,
NC,1999,4,141.20,140.95,
NC,2000,1,141.61,141.51,
NC,2000,2,144.09,143.30,
NC,2000,3,145.97,145.11,
NC,2000,4,146.32,146.14,
NC,2001,1,147.86,147.68,
NC,2001,2,149.25,148.44,
NC,2001,3,150.16,149.27,
NC,2001,4,149.89,149.78,
NC,2002,1,151.58,151.31,
NC,2002,2,153.17,152.34,
NC,2002,3,154.71,153.84,
NC,2002,4,155.23,155.15,
NC,2003,1,156.71,156.35,
NC,2003,2,158.32,157.47,
NC,2003,3,159.30,158.46,
NC,2003,4,160.00,159.88,
NC,2004,1,161.80,161.41,
NC,2004,2,165.76,164.87,
NC,2004,3,166.99,166.14,
NC,2004,4,169.37,169.19,
NC,2005,1,172.78,172.49,
NC,2005,2,175.97,174.89,
NC,2005,3,179.45,178.57,
NC,2005,4,182.73,182.53,
NC,2006,1,186.60,186.46,
NC,2006,2,190.24,188.90,
NC,2006,3,193.47,192.44,
NC,2006,4,196.75,196.58,
NC,2007,1,198.64,198.84,
NC,2007,2,201.36,199.59,
NC,2007,3,202.77,201.64,
NC,2007,4,200.95,200.74,
NC,2008,1,199.62,200.27,
NC,2008,2,202.97,200.90,
NC,2008,3,197.92,196.69,
NC,2008,4,192.50,192.18,
NC,2009,1,196.29,197.52,
NC,2009,2,195.44,193.12,
NC,2009,3,192.88,191.54,
NC,2009,4,188.46,188.12,
NC,2010,1,183.75,185.26,
NC,2010,2,186.45,184.13,
NC,2010,3,181.47,179.97,
NC,2010,4,181.91,181.63,
NC,2011,1,171.95,173.61,
NC,2011,2,175.20,172.91,
NC,2011,3,175.57,173.95,
NC,2011,4,175.65,175.55,
NC,2012,1,171.88,173.54,
NC,2012,2,176.28,173.99,
NC,2012,3,177.36,175.55,
NC,2012,4,175.45,175.59,
NC,2013,1,179.03,180.65,
NC,2013,2,184.26,181.84,
NC,2013,3,185.80,183.80,
NC,2013,4,184.50,185.00,
NC,2014,1,184.73,186.06,
NC,2014,2,191.32,188.87,
NC,2014,3,190.68,188.62,
NC,2014,4,189.83,190.60,
NC,2015,1,192.79,193.87,
NC,2015,2,199.58,197.03,
NC,2015,3,203.20,201.16,
NC,2015,4,202.76,203.70,
NC,2016,1,205.73,206.56,
NC,2016,2,211.81,209.17,
NC,2016,3,215.56,213.63,
NC,2016,4,216.30,217.24,
NC,2017,1,217.45,218.10,
NC,2017,2,228.67,225.89,
NC,2017,3,229.23,227.37,
NC,2017,4,232.00,232.95,
NC,2018,1,238.30,238.82,
NC,2018,2,244.51,241.60,
NC,2018,3,246.30,244.45,
NC,2018,4,247.67,248.62,
ND,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1991,2,100.55,99.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1991,3,99.13,99.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1991,4,100.65,100.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1992,1,102.04,102.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1992,2,104.06,103.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1992,3,103.43,103.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1992,4,105.28,105.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1993,1,107.08,107.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1993,2,109.97,109.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1993,3,112.56,112.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1993,4,113.79,113.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1994,1,114.54,114.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1994,2,117.76,117.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1994,3,118.79,118.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1994,4,119.05,119.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1995,1,121.38,121.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1995,2,122.99,122.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1995,3,120.97,120.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1995,4,122.85,122.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1996,1,122.83,123.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1996,2,123.97,123.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1996,3,127.56,126.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1996,4,125.77,125.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1997,1,126.08,126.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1997,2,127.46,127.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1997,3,130.77,129.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1997,4,129.45,129.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1998,1,128.73,129.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1998,2,131.81,131.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1998,3,135.17,133.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1998,4,135.69,135.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1999,1,134.78,135.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1999,2,136.43,136.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1999,3,137.79,136.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,1999,4,135.71,135.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2000,1,139.35,139.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2000,2,139.21,138.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2000,3,141.57,140.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2000,4,137.87,137.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2001,1,143.20,143.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2001,2,143.22,142.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2001,3,143.44,142.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2001,4,147.12,146.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2002,1,146.66,146.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2002,2,150.46,150.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2002,3,154.10,152.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2002,4,156.70,156.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2003,1,157.26,157.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2003,2,160.08,159.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2003,3,163.28,162.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2003,4,164.41,164.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2004,1,165.85,166.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2004,2,171.09,170.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2004,3,175.05,173.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2004,4,176.73,176.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2005,1,178.98,180.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2005,2,184.49,183.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2005,3,188.19,186.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2005,4,191.08,191.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2006,1,189.28,190.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2006,2,198.68,197.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2006,3,200.67,198.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2006,4,199.95,200.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2007,1,201.97,203.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2007,2,206.85,205.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2007,3,209.43,207.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2007,4,206.45,206.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2008,1,208.29,209.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2008,2,212.02,210.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2008,3,213.65,211.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2008,4,211.58,211.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2009,1,208.51,209.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2009,2,216.99,215.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2009,3,216.26,214.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2009,4,214.79,214.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2010,1,220.29,221.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2010,2,218.23,216.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2010,3,217.40,216.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2010,4,223.69,223.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2011,1,221.88,223.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2011,2,226.74,225.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2011,3,229.60,228.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2011,4,232.92,232.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2012,1,235.15,236.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2012,2,243.98,243.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2012,3,249.90,248.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2012,4,254.75,253.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2013,1,256.13,257.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2013,2,262.07,261.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2013,3,270.11,267.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2013,4,268.94,268.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2014,1,275.00,276.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2014,2,279.58,279.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2014,3,289.60,286.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2014,4,291.51,290.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2015,1,293.78,295.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2015,2,296.12,295.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2015,3,300.98,297.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2015,4,301.11,300.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2016,1,298.83,301.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2016,2,304.81,303.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2016,3,307.82,304.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2016,4,306.64,306.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2017,1,302.43,305.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2017,2,311.01,308.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2017,3,313.43,310.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2017,4,310.92,311.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2018,1,309.86,312.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2018,2,318.19,315.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2018,3,315.99,312.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND,2018,4,310.71,311.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
NE,1991,1,100.00,100.00,
NE,1991,2,101.68,101.15,
NE,1991,3,102.22,101.57,
NE,1991,4,102.08,101.64,
NE,1992,1,106.17,106.19,
NE,1992,2,107.24,106.68,
NE,1992,3,109.27,108.53,
NE,1992,4,110.82,110.38,
NE,1993,1,112.12,112.17,
NE,1993,2,114.68,114.06,
NE,1993,3,116.92,116.04,
NE,1993,4,120.24,119.84,
NE,1994,1,120.14,120.23,
NE,1994,2,121.53,120.80,
NE,1994,3,124.03,123.07,
NE,1994,4,124.05,123.73,
NE,1995,1,125.43,125.54,
NE,1995,2,128.65,127.81,
NE,1995,3,130.10,129.04,
NE,1995,4,130.44,130.21,
NE,1996,1,131.66,131.77,
NE,1996,2,134.88,133.93,
NE,1996,3,136.73,135.64,
NE,1996,4,136.87,136.71,
NE,1997,1,138.59,138.65,
NE,1997,2,141.84,140.81,
NE,1997,3,142.77,141.61,
NE,1997,4,144.28,144.19,
NE,1998,1,146.99,147.02,
NE,1998,2,147.89,146.80,
NE,1998,3,148.89,147.68,
NE,1998,4,153.71,153.65,
NE,1999,1,153.96,153.95,
NE,1999,2,156.15,155.04,
NE,1999,3,157.63,156.27,
NE,1999,4,156.80,156.79,
NE,2000,1,158.19,158.19,
NE,2000,2,160.91,159.80,
NE,2000,3,162.48,160.97,
NE,2000,4,161.99,162.04,
NE,2001,1,162.45,162.48,
NE,2001,2,165.67,164.57,
NE,2001,3,167.36,165.66,
NE,2001,4,166.33,166.45,
NE,2002,1,168.38,168.49,
NE,2002,2,170.89,169.77,
NE,2002,3,173.16,171.26,
NE,2002,4,173.41,173.56,
NE,2003,1,175.26,175.49,
NE,2003,2,177.99,176.79,
NE,2003,3,180.44,178.31,
NE,2003,4,179.84,180.02,
NE,2004,1,181.98,182.46,
NE,2004,2,183.88,182.51,
NE,2004,3,189.12,186.76,
NE,2004,4,188.12,188.32,
NE,2005,1,189.37,190.19,
NE,2005,2,190.98,189.33,
NE,2005,3,194.53,192.00,
NE,2005,4,193.57,193.75,
NE,2006,1,193.23,194.48,
NE,2006,2,198.63,196.57,
NE,2006,3,199.97,197.34,
NE,2006,4,197.07,197.21,
NE,2007,1,196.76,198.46,
NE,2007,2,201.85,199.37,
NE,2007,3,200.71,198.09,
NE,2007,4,196.43,196.63,
NE,2008,1,192.58,194.45,
NE,2008,2,194.75,192.08,
NE,2008,3,193.57,191.11,
NE,2008,4,190.97,191.24,
NE,2009,1,188.21,190.03,
NE,2009,2,195.25,192.45,
NE,2009,3,195.80,193.46,
NE,2009,4,193.61,193.92,
NE,2010,1,188.92,190.54,
NE,2010,2,195.98,193.23,
NE,2010,3,192.81,190.68,
NE,2010,4,187.16,187.39,
NE,2011,1,187.26,188.64,
NE,2011,2,190.01,187.49,
NE,2011,3,191.68,189.71,
NE,2011,4,190.20,190.37,
NE,2012,1,191.19,192.32,
NE,2012,2,196.81,194.49,
NE,2012,3,196.96,194.92,
NE,2012,4,199.27,199.37,
NE,2013,1,200.39,201.47,
NE,2013,2,204.19,202.00,
NE,2013,3,205.63,203.40,
NE,2013,4,207.76,207.84,
NE,2014,1,206.55,207.66,
NE,2014,2,211.59,209.42,
NE,2014,3,215.09,212.61,
NE,2014,4,214.52,214.66,
NE,2015,1,216.38,217.59,
NE,2015,2,222.15,219.88,
NE,2015,3,226.35,223.57,
NE,2015,4,224.02,224.39,
NE,2016,1,222.52,223.67,
NE,2016,2,232.40,230.04,
NE,2016,3,235.92,232.89,
NE,2016,4,233.91,234.52,
NE,2017,1,237.64,238.75,
NE,2017,2,246.89,244.36,
NE,2017,3,249.99,246.78,
NE,2017,4,253.39,254.22,
NE,2018,1,258.26,259.29,
NE,2018,2,263.28,260.54,
NE,2018,3,268.90,265.57,
NE,2018,4,267.12,268.01,
NH,1991,1,100.00,100.00,
NH,1991,2,98.40,98.62,
NH,1991,3,97.30,97.37,
NH,1991,4,95.46,95.46,
NH,1992,1,95.83,95.87,
NH,1992,2,94.10,94.32,
NH,1992,3,93.04,93.05,
NH,1992,4,93.52,93.52,
NH,1993,1,91.54,91.67,
NH,1993,2,92.29,92.49,
NH,1993,3,92.66,92.56,
NH,1993,4,92.86,92.86,
NH,1994,1,94.08,94.41,
NH,1994,2,93.19,93.30,
NH,1994,3,93.61,93.35,
NH,1994,4,94.05,94.15,
NH,1995,1,92.11,92.58,
NH,1995,2,94.77,94.79,
NH,1995,3,96.16,95.74,
NH,1995,4,95.42,95.60,
NH,1996,1,95.60,96.30,
NH,1996,2,96.74,96.58,
NH,1996,3,99.52,98.96,
NH,1996,4,97.82,98.15,
NH,1997,1,99.03,99.86,
NH,1997,2,101.96,101.64,
NH,1997,3,103.01,102.38,
NH,1997,4,104.08,104.48,
NH,1998,1,105.24,106.28,
NH,1998,2,109.00,108.50,
NH,1998,3,112.02,111.32,
NH,1998,4,113.07,113.52,
NH,1999,1,114.98,116.22,
NH,1999,2,120.81,120.22,
NH,1999,3,122.93,122.12,
NH,1999,4,125.15,125.59,
NH,2000,1,129.16,130.68,
NH,2000,2,135.46,134.78,
NH,2000,3,140.09,139.13,
NH,2000,4,145.76,146.21,
NH,2001,1,147.96,149.75,
NH,2001,2,155.32,154.60,
NH,2001,3,161.40,160.29,
NH,2001,4,163.27,163.70,
NH,2002,1,165.36,167.35,
NH,2002,2,174.32,173.54,
NH,2002,3,182.10,180.92,
NH,2002,4,184.57,185.02,
NH,2003,1,187.51,189.71,
NH,2003,2,195.08,194.17,
NH,2003,3,199.32,198.14,
NH,2003,4,203.63,204.26,
NH,2004,1,206.97,209.22,
NH,2004,2,214.24,213.02,
NH,2004,3,217.58,216.50,
NH,2004,4,222.83,223.81,
NH,2005,1,225.99,228.16,
NH,2005,2,233.21,231.58,
NH,2005,3,237.12,236.19,
NH,2005,4,236.44,237.88,
NH,2006,1,234.82,236.74,
NH,2006,2,237.78,235.90,
NH,2006,3,234.35,233.63,
NH,2006,4,228.55,230.07,
NH,2007,1,229.99,231.84,
NH,2007,2,233.01,231.10,
NH,2007,3,227.83,227.07,
NH,2007,4,221.03,222.40,
NH,2008,1,217.21,219.24,
NH,2008,2,215.93,214.19,
NH,2008,3,210.42,209.59,
NH,2008,4,203.58,204.39,
NH,2009,1,206.72,209.27,
NH,2009,2,205.90,204.33,
NH,2009,3,199.87,198.78,
NH,2009,4,200.87,201.27,
NH,2010,1,192.48,195.49,
NH,2010,2,197.58,196.12,
NH,2010,3,199.77,198.36,
NH,2010,4,194.77,194.92,
NH,2011,1,184.95,188.33,
NH,2011,2,188.91,187.55,
NH,2011,3,190.03,188.22,
NH,2011,4,189.90,190.32,
NH,2012,1,181.76,185.15,
NH,2012,2,188.56,187.17,
NH,2012,3,189.35,187.22,
NH,2012,4,188.30,189.23,
NH,2013,1,188.66,191.93,
