,state,index_sa,TimePeriod
2893,MS,181.33,2014Q2
2894,MS,182.66,2014Q3
2895,MS,182.34,2014Q4
2896,MS,185.67,2015Q1
2897,MS,186.19,2015Q2
2898,MS,187.54,2015Q3
2899,MS,191.1,2015Q4
2900,MS,191.35,2016Q1
2901,MS,191.63,2016Q2
2902,MS,193.65,2016Q3
2903,MS,197.47,2016Q4
2904,MS,196.66,2017Q1
2905,MS,197.09,2017Q2
2906,MS,201.2,2017Q3
2907,MS,195.9,2017Q4
2908,MS,201.41,2018Q1
2909,MS,204.67,2018Q2
2910,MS,207.61,2018Q3
2911,MS,209.85,2018Q4
2912,MT,100.0,1991Q1
2913,MT,104.39,1991Q2
2914,MT,106.76,1991Q3
2915,MT,109.71,1991Q4
2916,MT,111.96,1992Q1
2917,MT,113.32,1992Q2
2918,MT,117.51,1992Q3
2919,MT,120.37,1992Q4
2920,MT,124.52,1993Q1
2921,MT,128.44,1993Q2
2922,MT,131.26,1993Q3
2923,MT,135.95,1993Q4
2924,MT,137.58,1994Q1
2925,MT,144.55,1994Q2
2926,MT,143.17,1994Q3
2927,MT,146.21,1994Q4
2928,MT,148.05,1995Q1
2929,MT,149.36,1995Q2
2930,MT,153.24,1995Q3
2931,MT,153.25,1995Q4
2932,MT,154.2,1996Q1
2933,MT,156.96,1996Q2
2934,MT,158.65,1996Q3
2935,MT,158.23,1996Q4
2936,MT,161.5,1997Q1
2937,MT,160.42,1997Q2
2938,MT,159.69,1997Q3
2939,MT,161.77,1997Q4
2940,MT,163.18,1998Q1
2941,MT,163.6,1998Q2
2942,MT,164.4,1998Q3
2943,MT,165.93,1998Q4
2944,MT,166.41,1999Q1
2945,MT,169.15,1999Q2
2946,MT,171.89,1999Q3
2947,MT,172.19,1999Q4
2948,MT,174.07,2000Q1
2949,MT,175.88,2000Q2
2950,MT,178.4,2000Q3
2951,MT,179.3,2000Q4
2952,MT,185.92,2001Q1
2953,MT,185.85,2001Q2
2954,MT,185.81,2001Q3
2955,MT,190.71,2001Q4
2956,MT,194.52,2002Q1
2957,MT,195.59,2002Q2
2958,MT,200.41,2002Q3
2959,MT,204.58,2002Q4
2960,MT,207.53,2003Q1
2961,MT,213.68,2003Q2
2962,MT,218.89,2003Q3
2963,MT,222.99,2003Q4
2964,MT,226.24,2004Q1
2965,MT,234.52,2004Q2
2966,MT,240.75,2004Q3
2967,MT,245.6,2004Q4
2968,MT,252.54,2005Q1
2969,MT,262.0,2005Q2
2970,MT,267.38,2005Q3
2971,MT,275.61,2005Q4
2972,MT,285.32,2006Q1
2973,MT,290.59,2006Q2
2974,MT,298.37,2006Q3
2975,MT,303.52,2006Q4
2976,MT,306.74,2007Q1
2977,MT,312.73,2007Q2
2978,MT,313.09,2007Q3
2979,MT,317.64,2007Q4
2980,MT,316.38,2008Q1
2981,MT,312.56,2008Q2
2982,MT,310.69,2008Q3
2983,MT,301.09,2008Q4
2984,MT,305.18,2009Q1
2985,MT,300.1,2009Q2
2986,MT,300.12,2009Q3
2987,MT,298.36,2009Q4
2988,MT,297.09,2010Q1
2989,MT,292.4,2010Q2
2990,MT,289.64,2010Q3
2991,MT,280.66,2010Q4
2992,MT,276.92,2011Q1
2993,MT,284.33,2011Q2
2994,MT,282.54,2011Q3
2995,MT,285.9,2011Q4
2996,MT,285.7,2012Q1
2997,MT,289.43,2012Q2
2998,MT,292.17,2012Q3
2999,MT,300.94,2012Q4
3000,MT,309.0,2013Q1
3001,MT,307.51,2013Q2
3002,MT,307.54,2013Q3
3003,MT,315.05,2013Q4
3004,MT,315.57,2014Q1
3005,MT,319.88,2014Q2
3006,MT,326.38,2014Q3
3007,MT,326.34,2014Q4
3008,MT,330.78,2015Q1
3009,MT,332.33,2015Q2
3010,MT,337.44,2015Q3
3011,MT,338.79,2015Q4
3012,MT,343.17,2016Q1
3013,MT,349.38,2016Q2
3014,MT,352.26,2016Q3
3015,MT,365.32,2016Q4
3016,MT,363.19,2017Q1
3017,MT,371.07,2017Q2
3018,MT,377.31,2017Q3
3019,MT,378.58,2017Q4
3020,MT,387.41,2018Q1
3021,MT,393.84,2018Q2
3022,MT,398.72,2018Q3
3023,MT,406.57,2018Q4
3024,NC,100.0,1991Q1
3025,NC,100.1,1991Q2
3026,NC,99.74,1991Q3
3027,NC,101.07,1991Q4
3028,NC,102.0,1992Q1
3029,NC,102.07,1992Q2
3030,NC,103.42,1992Q3
3031,NC,104.2,1992Q4
3032,NC,104.03,1993Q1
3033,NC,105.76,1993Q2
3034,NC,106.65,1993Q3
3035,NC,107.88,1993Q4
3036,NC,109.35,1994Q1
3037,NC,111.05,1994Q2
3038,NC,112.75,1994Q3
3039,NC,114.19,1994Q4
3040,NC,115.42,1995Q1
3041,NC,116.19,1995Q2
3042,NC,117.64,1995Q3
3043,NC,118.98,1995Q4
3044,NC,120.75,1996Q1
3045,NC,121.81,1996Q2
3046,NC,123.59,1996Q3
3047,NC,124.2,1996Q4
3048,NC,125.79,1997Q1
3049,NC,127.47,1997Q2
3050,NC,128.07,1997Q3
3051,NC,129.77,1997Q4
3052,NC,130.67,1998Q1
3053,NC,132.07,1998Q2
3054,NC,133.51,1998Q3
3055,NC,135.1,1998Q4
3056,NC,136.48,1999Q1
3057,NC,138.08,1999Q2
3058,NC,139.21,1999Q3
3059,NC,140.95,1999Q4
3060,NC,141.51,2000Q1
3061,NC,143.3,2000Q2
3062,NC,145.11,2000Q3
3063,NC,146.14,2000Q4
3064,NC,147.68,2001Q1
3065,NC,148.44,2001Q2
3066,NC,149.27,2001Q3
3067,NC,149.78,2001Q4
3068,NC,151.31,2002Q1
3069,NC,152.34,2002Q2
3070,NC,153.84,2002Q3
3071,NC,155.15,2002Q4
3072,NC,156.35,2003Q1
3073,NC,157.47,2003Q2
3074,NC,158.46,2003Q3
3075,NC,159.88,2003Q4
3076,NC,161.41,2004Q1
3077,NC,164.87,2004Q2
3078,NC,166.14,2004Q3
3079,NC,169.19,2004Q4
3080,NC,172.49,2005Q1
3081,NC,174.89,2005Q2
3082,NC,178.57,2005Q3
3083,NC,182.53,2005Q4
3084,NC,186.46,2006Q1
3085,NC,188.9,2006Q2
3086,NC,192.44,2006Q3
3087,NC,196.58,2006Q4
3088,NC,198.84,2007Q1
3089,NC,199.59,2007Q2
3090,NC,201.64,2007Q3
3091,NC,200.74,2007Q4
3092,NC,200.27,2008Q1
3093,NC,200.9,2008Q2
3094,NC,196.69,2008Q3
3095,NC,192.18,2008Q4
3096,NC,197.52,2009Q1
3097,NC,193.12,2009Q2
3098,NC,191.54,2009Q3
3099,NC,188.12,2009Q4
3100,NC,185.26,2010Q1
3101,NC,184.13,2010Q2
3102,NC,179.97,2010Q3
3103,NC,181.63,2010Q4
3104,NC,173.61,2011Q1
3105,NC,172.91,2011Q2
3106,NC,173.95,2011Q3
3107,NC,175.55,2011Q4
3108,NC,173.54,2012Q1
3109,NC,173.99,2012Q2
3110,NC,175.55,2012Q3
3111,NC,175.59,2012Q4
3112,NC,180.65,2013Q1
3113,NC,181.84,2013Q2
3114,NC,183.8,2013Q3
3115,NC,185.0,2013Q4
3116,NC,186.06,2014Q1
3117,NC,188.87,2014Q2
3118,NC,188.62,2014Q3
3119,NC,190.6,2014Q4
3120,NC,193.87,2015Q1
3121,NC,197.03,2015Q2
3122,NC,201.16,2015Q3
3123,NC,203.7,2015Q4
3124,NC,206.56,2016Q1
3125,NC,209.17,2016Q2
3126,NC,213.63,2016Q3
3127,NC,217.24,2016Q4
3128,NC,218.1,2017Q1
3129,NC,225.89,2017Q2
3130,NC,227.37,2017Q3
3131,NC,232.95,2017Q4
3132,NC,238.82,2018Q1
3133,NC,241.6,2018Q2
3134,NC,244.45,2018Q3
3135,NC,248.62,2018Q4
3136,ND,100.0,1991Q1
3137,ND,99.69,1991Q2
3138,ND,99.09,1991Q3
3139,ND,100.64,1991Q4
3140,ND,102.06,1992Q1
3141,ND,103.19,1992Q2
3142,ND,103.33,1992Q3
3143,ND,105.26,1992Q4
3144,ND,107.15,1993Q1
3145,ND,109.14,1993Q2
3146,ND,112.27,1993Q3
3147,ND,113.79,1993Q4
3148,ND,114.67,1994Q1
3149,ND,117.07,1994Q2
3150,ND,118.17,1994Q3
3151,ND,119.04,1994Q4
3152,ND,121.66,1995Q1
3153,ND,122.47,1995Q2
3154,ND,120.0,1995Q3
3155,ND,122.84,1995Q4
3156,ND,123.26,1996Q1
3157,ND,123.6,1996Q2
3158,ND,126.27,1996Q3
3159,ND,125.79,1996Q4
3160,ND,126.57,1997Q1
3161,ND,127.21,1997Q2
3162,ND,129.26,1997Q3
3163,ND,129.58,1997Q4
3164,ND,129.14,1998Q1
3165,ND,131.63,1998Q2
3166,ND,133.6,1998Q3
3167,ND,135.87,1998Q4
3168,ND,135.1,1999Q1
3169,ND,136.23,1999Q2
3170,ND,136.34,1999Q3
3171,ND,135.83,1999Q4
3172,ND,139.6,2000Q1
3173,ND,138.92,2000Q2
3174,ND,140.33,2000Q3
3175,ND,137.86,2000Q4
3176,ND,143.44,2001Q1
3177,ND,142.88,2001Q2
3178,ND,142.32,2001Q3
3179,ND,146.99,2001Q4
3180,ND,146.99,2002Q1
3181,ND,150.03,2002Q2
3182,ND,152.98,2002Q3
3183,ND,156.41,2002Q4
3184,ND,157.87,2003Q1
3185,ND,159.46,2003Q2
3186,ND,162.03,2003Q3
3187,ND,164.1,2003Q4
3188,ND,166.78,2004Q1
3189,ND,170.23,2004Q2
3190,ND,173.51,2004Q3
3191,ND,176.63,2004Q4
3192,ND,180.12,2005Q1
3193,ND,183.39,2005Q2
3194,ND,186.28,2005Q3
3195,ND,191.35,2005Q4
3196,ND,190.55,2006Q1
3197,ND,197.23,2006Q2
3198,ND,198.58,2006Q3
3199,ND,200.46,2006Q4
3200,ND,203.33,2007Q1
3201,ND,205.11,2007Q2
3202,ND,207.44,2007Q3
3203,ND,206.92,2007Q4
3204,ND,209.69,2008Q1
3205,ND,210.13,2008Q2
3206,ND,211.92,2008Q3
3207,ND,211.85,2008Q4
3208,ND,209.84,2009Q1
3209,ND,215.11,2009Q2
3210,ND,214.85,2009Q3
3211,ND,214.61,2009Q4
3212,ND,221.72,2010Q1
3213,ND,216.52,2010Q2
3214,ND,216.15,2010Q3
3215,ND,223.16,2010Q4
3216,ND,223.19,2011Q1
3217,ND,225.39,2011Q2
3218,ND,228.24,2011Q3
3219,ND,232.09,2011Q4
3220,ND,236.43,2012Q1
3221,ND,243.09,2012Q2
3222,ND,248.06,2012Q3
3223,ND,253.84,2012Q4
3224,ND,257.41,2013Q1
3225,ND,261.57,2013Q2
3226,ND,267.68,2013Q3
3227,ND,268.0,2013Q4
3228,ND,276.58,2014Q1
3229,ND,279.14,2014Q2
3230,ND,286.56,2014Q3
3231,ND,290.73,2014Q4
3232,ND,295.73,2015Q1
3233,ND,295.34,2015Q2
3234,ND,297.64,2015Q3
3235,ND,300.6,2015Q4
3236,ND,301.14,2016Q1
3237,ND,303.41,2016Q2
3238,ND,304.38,2016Q3
3239,ND,306.46,2016Q4
3240,ND,305.12,2017Q1
3241,ND,308.85,2017Q2
3242,ND,310.03,2017Q3
3243,ND,311.04,2017Q4
3244,ND,312.86,2018Q1
3245,ND,315.4,2018Q2
3246,ND,312.61,2018Q3
3247,ND,311.1,2018Q4
3248,NE,100.0,1991Q1
3249,NE,101.15,1991Q2
3250,NE,101.57,1991Q3
3251,NE,101.64,1991Q4
3252,NE,106.19,1992Q1
3253,NE,106.68,1992Q2
3254,NE,108.53,1992Q3
3255,NE,110.38,1992Q4
3256,NE,112.17,1993Q1
3257,NE,114.06,1993Q2
3258,NE,116.04,1993Q3
3259,NE,119.84,1993Q4
3260,NE,120.23,1994Q1
3261,NE,120.8,1994Q2
3262,NE,123.07,1994Q3
3263,NE,123.73,1994Q4
3264,NE,125.54,1995Q1
3265,NE,127.81,1995Q2
3266,NE,129.04,1995Q3
3267,NE,130.21,1995Q4
3268,NE,131.77,1996Q1
3269,NE,133.93,1996Q2
3270,NE,135.64,1996Q3
3271,NE,136.71,1996Q4
3272,NE,138.65,1997Q1
3273,NE,140.81,1997Q2
3274,NE,141.61,1997Q3
3275,NE,144.19,1997Q4
3276,NE,147.02,1998Q1
3277,NE,146.8,1998Q2
3278,NE,147.68,1998Q3
3279,NE,153.65,1998Q4
3280,NE,153.95,1999Q1
3281,NE,155.04,1999Q2
3282,NE,156.27,1999Q3
3283,NE,156.79,1999Q4
3284,NE,158.19,2000Q1
3285,NE,159.8,2000Q2
3286,NE,160.97,2000Q3
3287,NE,162.04,2000Q4
3288,NE,162.48,2001Q1
3289,NE,164.57,2001Q2
3290,NE,165.66,2001Q3
3291,NE,166.45,2001Q4
3292,NE,168.49,2002Q1
3293,NE,169.77,2002Q2
3294,NE,171.26,2002Q3
3295,NE,173.56,2002Q4
3296,NE,175.49,2003Q1
3297,NE,176.79,2003Q2
3298,NE,178.31,2003Q3
3299,NE,180.02,2003Q4
3300,NE,182.46,2004Q1
3301,NE,182.51,2004Q2
3302,NE,186.76,2004Q3
3303,NE,188.32,2004Q4
3304,NE,190.19,2005Q1
3305,NE,189.33,2005Q2
3306,NE,192.0,2005Q3
3307,NE,193.75,2005Q4
3308,NE,194.48,2006Q1
3309,NE,196.57,2006Q2
3310,NE,197.34,2006Q3
3311,NE,197.21,2006Q4
3312,NE,198.46,2007Q1
3313,NE,199.37,2007Q2
3314,NE,198.09,2007Q3
3315,NE,196.63,2007Q4
3316,NE,194.45,2008Q1
3317,NE,192.08,2008Q2
3318,NE,191.11,2008Q3
3319,NE,191.24,2008Q4
3320,NE,190.03,2009Q1
3321,NE,192.45,2009Q2
3322,NE,193.46,2009Q3
3323,NE,193.92,2009Q4
3324,NE,190.54,2010Q1
3325,NE,193.23,2010Q2
3326,NE,190.68,2010Q3
3327,NE,187.39,2010Q4
3328,NE,188.64,2011Q1
3329,NE,187.49,2011Q2
3330,NE,189.71,2011Q3
3331,NE,190.37,2011Q4
3332,NE,192.32,2012Q1
3333,NE,194.49,2012Q2
3334,NE,194.92,2012Q3
3335,NE,199.37,2012Q4
3336,NE,201.47,2013Q1
3337,NE,202.0,2013Q2
3338,NE,203.4,2013Q3
3339,NE,207.84,2013Q4
3340,NE,207.66,2014Q1
3341,NE,209.42,2014Q2
3342,NE,212.61,2014Q3
3343,NE,214.66,2014Q4
3344,NE,217.59,2015Q1
3345,NE,219.88,2015Q2
3346,NE,223.57,2015Q3
3347,NE,224.39,2015Q4
3348,NE,223.67,2016Q1
3349,NE,230.04,2016Q2
3350,NE,232.89,2016Q3
3351,NE,234.52,2016Q4
3352,NE,238.75,2017Q1
3353,NE,244.36,2017Q2
3354,NE,246.78,2017Q3
3355,NE,254.22,2017Q4
3356,NE,259.29,2018Q1
3357,NE,260.54,2018Q2
3358,NE,265.57,2018Q3
3359,NE,268.01,2018Q4
3360,NH,100.0,1991Q1
3361,NH,98.62,1991Q2
3362,NH,97.37,1991Q3
3363,NH,95.46,1991Q4
3364,NH,95.87,1992Q1
3365,NH,94.32,1992Q2
3366,NH,93.05,1992Q3
3367,NH,93.52,1992Q4
3368,NH,91.67,1993Q1
3369,NH,92.49,1993Q2
3370,NH,92.56,1993Q3
3371,NH,92.86,1993Q4
3372,NH,94.41,1994Q1
3373,NH,93.3,1994Q2
3374,NH,93.35,1994Q3
3375,NH,94.15,1994Q4
3376,NH,92.58,1995Q1
3377,NH,94.79,1995Q2
3378,NH,95.74,1995Q3
3379,NH,95.6,1995Q4
3380,NH,96.3,1996Q1
3381,NH,96.58,1996Q2
3382,NH,98.96,1996Q3
3383,NH,98.15,1996Q4
3384,NH,99.86,1997Q1
3385,NH,101.64,1997Q2
3386,NH,102.38,1997Q3
3387,NH,104.48,1997Q4
3388,NH,106.28,1998Q1
3389,NH,108.5,1998Q2
3390,NH,111.32,1998Q3
3391,NH,113.52,1998Q4
3392,NH,116.22,1999Q1
3393,NH,120.22,1999Q2
3394,NH,122.12,1999Q3
3395,NH,125.59,1999Q4
3396,NH,130.68,2000Q1
3397,NH,134.78,2000Q2
3398,NH,139.13,2000Q3
3399,NH,146.21,2000Q4
3400,NH,149.75,2001Q1
3401,NH,154.6,2001Q2
3402,NH,160.29,2001Q3
3403,NH,163.7,2001Q4
3404,NH,167.35,2002Q1
3405,NH,173.54,2002Q2
3406,NH,180.92,2002Q3
3407,NH,185.02,2002Q4
3408,NH,189.71,2003Q1
3409,NH,194.17,2003Q2
3410,NH,198.14,2003Q3
3411,NH,204.26,2003Q4
3412,NH,209.22,2004Q1
3413,NH,213.02,2004Q2
3414,NH,216.5,2004Q3
3415,NH,223.81,2004Q4
3416,NH,228.16,2005Q1
3417,NH,231.58,2005Q2
3418,NH,236.19,2005Q3
3419,NH,237.88,2005Q4
3420,NH,236.74,2006Q1
3421,NH,235.9,2006Q2
3422,NH,233.63,2006Q3
3423,NH,230.07,2006Q4
3424,NH,231.84,2007Q1
3425,NH,231.1,2007Q2
3426,NH,227.07,2007Q3
3427,NH,222.4,2007Q4
3428,NH,219.24,2008Q1
3429,NH,214.19,2008Q2
3430,NH,209.59,2008Q3
3431,NH,204.39,2008Q4
3432,NH,209.27,2009Q1
3433,NH,204.33,2009Q2
3434,NH,198.78,2009Q3
3435,NH,201.27,2009Q4
3436,NH,195.49,2010Q1
3437,NH,196.12,2010Q2
3438,NH,198.36,2010Q3
3439,NH,194.92,2010Q4
3440,NH,188.33,2011Q1
3441,NH,187.55,2011Q2
3442,NH,188.22,2011Q3
3443,NH,190.32,2011Q4
3444,NH,185.15,2012Q1
3445,NH,187.17,2012Q2
3446,NH,187.22,2012Q3
3447,NH,189.23,2012Q4
3448,NH,191.93,2013Q1
3449,NH,195.96,2013Q2
3450,NH,196.48,2013Q3
3451,NH,196.09,2013Q4
3452,NH,199.99,2014Q1
3453,NH,199.99,2014Q2
3454,NH,202.94,2014Q3
3455,NH,203.46,2014Q4
3456,NH,207.76,2015Q1
3457,NH,209.02,2015Q2
3458,NH,213.03,2015Q3
3459,NH,215.91,2015Q4
3460,NH,214.86,2016Q1
3461,NH,220.61,2016Q2
3462,NH,221.94,2016Q3
3463,NH,224.23,2016Q4
3464,NH,233.97,2017Q1
3465,NH,232.74,2017Q2
3466,NH,236.51,2017Q3
3467,NH,240.96,2017Q4
3468,NH,244.7,2018Q1
3469,NH,247.49,2018Q2
3470,NH,251.05,2018Q3
3471,NH,257.29,2018Q4
3472,NJ,100.0,1991Q1
3473,NJ,99.38,1991Q2
3474,NJ,99.11,1991Q3
3475,NJ,99.81,1991Q4
3476,NJ,101.21,1992Q1
3477,NJ,100.56,1992Q2
3478,NJ,100.66,1992Q3
3479,NJ,101.55,1992Q4
3480,NJ,100.57,1993Q1
3481,NJ,101.39,1993Q2
3482,NJ,101.4,1993Q3
3483,NJ,102.11,1993Q4
3484,NJ,102.49,1994Q1
3485,NJ,102.2,1994Q2
3486,NJ,102.33,1994Q3
3487,NJ,101.67,1994Q4
3488,NJ,101.72,1995Q1
3489,NJ,101.56,1995Q2
3490,NJ,102.07,1995Q3
3491,NJ,101.87,1995Q4
3492,NJ,102.1,1996Q1
3493,NJ,102.82,1996Q2
3494,NJ,102.6,1996Q3
3495,NJ,102.87,1996Q4
3496,NJ,102.99,1997Q1
3497,NJ,103.7,1997Q2
3498,NJ,104.06,1997Q3
3499,NJ,105.61,1997Q4
3500,NJ,106.98,1998Q1
3501,NJ,108.22,1998Q2
3502,NJ,109.57,1998Q3
3503,NJ,110.69,1998Q4
3504,NJ,112.71,1999Q1
3505,NJ,115.11,1999Q2
3506,NJ,117.85,1999Q3
3507,NJ,120.02,1999Q4
3508,NJ,123.22,2000Q1
3509,NJ,126.26,2000Q2
3510,NJ,129.2,2000Q3
3511,NJ,133.42,2000Q4
3512,NJ,137.18,2001Q1
3513,NJ,140.24,2001Q2
3514,NJ,145.38,2001Q3
3515,NJ,149.47,2001Q4
3516,NJ,154.12,2002Q1
3517,NJ,160.21,2002Q2
3518,NJ,166.67,2002Q3
3519,NJ,172.94,2002Q4
3520,NJ,177.05,2003Q1
3521,NJ,183.5,2003Q2
3522,NJ,188.9,2003Q3
3523,NJ,195.43,2003Q4
3524,NJ,202.24,2004Q1
3525,NJ,209.35,2004Q2
3526,NJ,216.55,2004Q3
3527,NJ,224.54,2004Q4
3528,NJ,231.91,2005Q1
3529,NJ,239.49,2005Q2
3530,NJ,248.23,2005Q3
3531,NJ,253.6,2005Q4
3532,NJ,256.93,2006Q1
3533,NJ,259.12,2006Q2
3534,NJ,257.58,2006Q3
3535,NJ,256.53,2006Q4
3536,NJ,257.6,2007Q1
3537,NJ,256.76,2007Q2
3538,NJ,252.73,2007Q3
3539,NJ,251.18,2007Q4
3540,NJ,246.01,2008Q1
3541,NJ,239.65,2008Q2
3542,NJ,234.3,2008Q3
3543,NJ,229.88,2008Q4
3544,NJ,228.72,2009Q1
3545,NJ,223.33,2009Q2
3546,NJ,221.09,2009Q3
3547,NJ,219.52,2009Q4
3548,NJ,220.92,2010Q1
3549,NJ,217.98,2010Q2
3550,NJ,215.82,2010Q3
3551,NJ,214.06,2010Q4
3552,NJ,209.6,2011Q1
3553,NJ,205.73,2011Q2
3554,NJ,204.59,2011Q3
3555,NJ,202.15,2011Q4
3556,NJ,201.19,2012Q1
3557,NJ,201.47,2012Q2
3558,NJ,201.5,2012Q3
3559,NJ,202.06,2012Q4
3560,NJ,203.2,2013Q1
3561,NJ,206.42,2013Q2
3562,NJ,207.1,2013Q3
3563,NJ,207.52,2013Q4
3564,NJ,208.54,2014Q1
3565,NJ,210.61,2014Q2
3566,NJ,211.11,2014Q3
3567,NJ,212.97,2014Q4
3568,NJ,214.26,2015Q1
3569,NJ,212.85,2015Q2
3570,NJ,215.17,2015Q3
3571,NJ,216.4,2015Q4
3572,NJ,217.64,2016Q1
3573,NJ,221.02,2016Q2
3574,NJ,221.6,2016Q3
3575,NJ,223.27,2016Q4
3576,NJ,224.53,2017Q1
3577,NJ,227.65,2017Q2
3578,NJ,231.04,2017Q3
3579,NJ,233.81,2017Q4
3580,NJ,237.99,2018Q1
3581,NJ,237.8,2018Q2
3582,NJ,239.92,2018Q3
3583,NJ,241.57,2018Q4
3584,NM,100.0,1991Q1
3585,NM,100.89,1991Q2
3586,NM,100.88,1991Q3
3587,NM,103.5,1991Q4
3588,NM,106.28,1992Q1
3589,NM,106.38,1992Q2
3590,NM,108.1,1992Q3
3591,NM,110.35,1992Q4
3592,NM,111.72,1993Q1
3593,NM,115.35,1993Q2
3594,NM,118.16,1993Q3
3595,NM,120.5,1993Q4
3596,NM,125.09,1994Q1
3597,NM,126.97,1994Q2
3598,NM,130.77,1994Q3
3599,NM,133.39,1994Q4
3600,NM,133.37,1995Q1
3601,NM,135.72,1995Q2
3602,NM,137.44,1995Q3
3603,NM,136.85,1995Q4
3604,NM,137.4,1996Q1
3605,NM,138.93,1996Q2
3606,NM,138.4,1996Q3
3607,NM,138.07,1996Q4
3608,NM,139.09,1997Q1
3609,NM,140.07,1997Q2
3610,NM,138.84,1997Q3
3611,NM,139.18,1997Q4
3612,NM,139.51,1998Q1
3613,NM,140.35,1998Q2
3614,NM,141.85,1998Q3
3615,NM,143.31,1998Q4
3616,NM,144.22,1999Q1
3617,NM,143.36,1999Q2
3618,NM,144.38,1999Q3
3619,NM,146.16,1999Q4
3620,NM,145.37,2000Q1
3621,NM,145.41,2000Q2
3622,NM,146.11,2000Q3
3623,NM,145.33,2000Q4
3624,NM,148.85,2001Q1
3625,NM,149.45,2001Q2
3626,NM,150.73,2001Q3
3627,NM,151.02,2001Q4
3628,NM,152.98,2002Q1
3629,NM,155.98,2002Q2
3630,NM,158.06,2002Q3
3631,NM,161.05,2002Q4
3632,NM,162.8,2003Q1
3633,NM,165.01,2003Q2
3634,NM,168.2,2003Q3
3635,NM,171.56,2003Q4
3636,NM,174.73,2004Q1
3637,NM,178.58,2004Q2
3638,NM,182.58,2004Q3
3639,NM,186.0,2004Q4
3640,NM,192.97,2005Q1
3641,NM,199.45,2005Q2
3642,NM,206.99,2005Q3
3643,NM,214.42,2005Q4
3644,NM,221.17,2006Q1
3645,NM,228.56,2006Q2
3646,NM,233.73,2006Q3
3647,NM,238.01,2006Q4
3648,NM,241.27,2007Q1
3649,NM,242.9,2007Q2
3650,NM,241.95,2007Q3
3651,NM,239.65,2007Q4
3652,NM,241.09,2008Q1
3653,NM,236.51,2008Q2
3654,NM,233.4,2008Q3
3655,NM,230.21,2008Q4
3656,NM,223.8,2009Q1
3657,NM,223.98,2009Q2
3658,NM,220.88,2009Q3
3659,NM,221.71,2009Q4
3660,NM,221.7,2010Q1
3661,NM,213.65,2010Q2
3662,NM,210.93,2010Q3
3663,NM,209.08,2010Q4
3664,NM,204.47,2011Q1
3665,NM,200.73,2011Q2
3666,NM,201.69,2011Q3
3667,NM,199.83,2011Q4
3668,NM,200.01,2012Q1
3669,NM,203.77,2012Q2
3670,NM,203.96,2012Q3
3671,NM,201.61,2012Q4
3672,NM,206.03,2013Q1
3673,NM,206.26,2013Q2
3674,NM,207.65,2013Q3
3675,NM,206.57,2013Q4
3676,NM,207.91,2014Q1
3677,NM,210.33,2014Q2
3678,NM,209.88,2014Q3
3679,NM,211.83,2014Q4
3680,NM,212.07,2015Q1
3681,NM,212.83,2015Q2
3682,NM,219.87,2015Q3
3683,NM,213.96,2015Q4
3684,NM,217.89,2016Q1
3685,NM,221.6,2016Q2
3686,NM,220.75,2016Q3
3687,NM,224.66,2016Q4
3688,NM,228.35,2017Q1
3689,NM,228.85,2017Q2
3690,NM,234.4,2017Q3
3691,NM,236.76,2017Q4
3692,NM,236.91,2018Q1
3693,NM,240.87,2018Q2
3694,NM,242.29,2018Q3
3695,NM,245.59,2018Q4
3696,NV,100.0,1991Q1
3697,NV,99.98,1991Q2
3698,NV,100.04,1991Q3
3699,NV,101.52,1991Q4
3700,NV,103.09,1992Q1
3701,NV,101.33,1992Q2
3702,NV,103.43,1992Q3
3703,NV,104.03,1992Q4
3704,NV,104.19,1993Q1
3705,NV,105.09,1993Q2
3706,NV,105.38,1993Q3
3707,NV,106.28,1993Q4
3708,NV,107.74,1994Q1
3709,NV,108.35,1994Q2
3710,NV,109.55,1994Q3
3711,NV,110.08,1994Q4
3712,NV,110.75,1995Q1
3713,NV,112.64,1995Q2
3714,NV,113.15,1995Q3
3715,NV,113.57,1995Q4
3716,NV,114.18,1996Q1
3717,NV,114.72,1996Q2
3718,NV,115.05,1996Q3
3719,NV,115.52,1996Q4
3720,NV,116.66,1997Q1
3721,NV,116.75,1997Q2
3722,NV,117.85,1997Q3
3723,NV,117.68,1997Q4
3724,NV,116.56,1998Q1
3725,NV,118.27,1998Q2
3726,NV,118.82,1998Q3
3727,NV,119.94,1998Q4
3728,NV,120.81,1999Q1
3729,NV,120.87,1999Q2
3730,NV,122.39,1999Q3
3731,NV,123.62,1999Q4
3732,NV,124.26,2000Q1
3733,NV,126.1,2000Q2
3734,NV,126.11,2000Q3
3735,NV,128.34,2000Q4
3736,NV,131.11,2001Q1
3737,NV,133.72,2001Q2
3738,NV,135.59,2001Q3
3739,NV,138.13,2001Q4
3740,NV,140.67,2002Q1
3741,NV,142.72,2002Q2
3742,NV,146.32,2002Q3
3743,NV,150.03,2002Q4
3744,NV,153.93,2003Q1
3745,NV,157.73,2003Q2
3746,NV,164.83,2003Q3
3747,NV,175.16,2003Q4
3748,NV,187.14,2004Q1
3749,NV,205.36,2004Q2
3750,NV,220.53,2004Q3
3751,NV,230.63,2004Q4
3752,NV,240.91,2005Q1
3753,NV,255.13,2005Q2
3754,NV,258.87,2005Q3
3755,NV,269.79,2005Q4
3756,NV,274.49,2006Q1
3757,NV,271.9,2006Q2
3758,NV,269.21,2006Q3
3759,NV,266.84,2006Q4
